	QiY201	QiY202	QiY204	QiY205	QiY206	taxonomy
5eb38b8b25cf7377d0b68322a88e3ea2	0	1	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales
62dceaf5ea822cfa2ad6ff02919b1507	0	22	0	0	0	k__Stramenopila
bf85f9e8327b751fd7ae7742ab26d162	0	25	0	0	0	k__Viridiplantae
4805aceb8f170ac4077b54ecb8416bed	0	7	0	0	10	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Prasiolales;f__Prasiolaceae;g__Diplosphaera;s__Diplosphaera_chodatii
0145bd414483f35d0ea78d855af79c7b	0	0	0	0	16	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Volvocales;f__Chlamydomonadaceae;g__Chlamydomonas
62a046648a3f9d17c6b9be26cd4d95fa	0	0	0	24	0	k__Eukaryota_kgd_Incertae_sedis
b3ddf2eddf73a8e73c241a695099c8d6	0	0	0	2	0	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida;f__Oxytrichidae;g__Cyrtohymena;s__Cyrtohymena_sp
d994f66b431f5ce32e4279d4060f4d1a	0	17	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Chaetophorales;f__Helicodictyaceae
7fe188b3a95e93d40ea62fd2fcfc79bc	0	0	31	0	0	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
7941a63e105ca21ac57348c20c529d75	0	0	0	24	0	k__Eukaryota_kgd_Incertae_sedis
f5b418ce084417b5e9f13df6b733b570	0	0	32	0	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Chlorosarcinaceae;g__Chlorosarcinopsis;s__Chlorosarcinopsis_eremi
d8ec39d0bd481b41785a836013a5b8e2	0	0	0	21	0	k__Eukaryota_kgd_Incertae_sedis
3d93abed1b9b6f85062df753ce182754	4	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_fuckelii
b938a53af887f576e12cbd1aa683396e	0	0	0	0	20	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae
f487b40598c772af370aa4bdfc426cf4	0	0	28	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Chlorellales;f__Chlorellaceae;g__Chlorella;s__Chlorella_sp
7b0c61ad1f56f36187aba0e95e87e871	0	0	0	16	0	k__Eukaryota_kgd_Incertae_sedis
826d85ef81f668bcbe328d9fc4efe9d5	0	0	0	0	17	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alpina
b81ed0f459ee3e92a22453aa6f4f1630	0	4	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
d5f0bfe2425006cf5b6bc056f33cc7ab	21	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae
ca325b5a20528507c133e5c7c833a47a	0	0	24	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Oocystales;f__Oocystaceae;g__Chloroidium;s__Chloroidium_saccharophilum
f7df9293cfad547f4ac58abfdc5b7e40	12	2	0	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_aurea
31f64e1f6845e913c3589ae71e7fe9b6	0	0	0	0	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthostomataceae;g__Diaporthostoma;s__Diaporthostoma_machili
9ae423abb992c54f066cd7f2bc618738	0	0	0	0	2	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
e9765bbab37ad101e89bf2da1ae5d7e1	24	0	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Chlorellales;f__Koliellaceae;g__Pseudochlorella;s__Pseudochlorella_sp
1090b951f0f38df65ad3131d41a0298b	0	21	0	0	0	k__Eukaryota_kgd_Incertae_sedis
91101793e47eeff06cc6e4e3aa25ebd3	0	0	29	0	0	k__Viridiplantae
f87220c0499eab1c2215680795957e7b	0	0	0	20	0	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae;g__Acrobeloides;s__Acrobeloides_nanus
00a4e43ff861ae3a80b2814b333bfd2c	0	3	3	0	2	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_flavescens
a4925a57d7810557454eeda4ed178259	0	13	0	0	0	k__Viridiplantae;p__Bryophyta;c__Bryopsida;o__Bryales;f__Bryaceae;g__Bryum
8720dde97e5918d179f1736a9ff5f4fe	0	0	29	0	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Sphaeropleales;f__Bracteacoccaceae;g__Bracteacoccus;s__Bracteacoccus_minor
589dd2d2077c3ac2cd9e412541557aff	0	0	25	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_persicinum
6cee33f7eae27dca9bee48fc305baaa7	0	0	0	15	0	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida
325d2a2d1be721ecde9ebb5d1f39b9fc	0	0	0	20	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Volvocales;f__Chlamydomonadaceae;g__Chlamydomonas;s__Chlamydomonas_dorsoventralis
149633a39ba812150020b159397548b5	0	0	0	14	0	k__Fungi;p__Rozellomycota
8474ec3cdcd61d72f56a765ca0ac8950	1	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes
59d2aba41a59e0182910bf72efb25dae	0	8	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Oocystales;f__Oocystaceae;g__Chloroidium;s__Chloroidium_saccharophilum
4f281e8836e3e7844eeabf75d04b37a0	20	0	0	0	0	k__Eukaryota_kgd_Incertae_sedis
1a0f13be37f73504548385b4ec94bbb1	0	9	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae
e2885562c619f7c50e49048fc8fa7e8b	0	0	0	15	0	k__Fungi
4a06fad5df1ff3011833599eebe67002	0	0	0	0	14	k__Eukaryota_kgd_Incertae_sedis
3e366899221231bc9a671f7b5d1cf17d	0	0	23	0	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Chlorosarcinaceae;g__Chlorosarcinopsis;s__Chlorosarcinopsis_sp
fd970080ef4d512ed7bbcbff47dcebf7	0	0	0	0	16	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Rosales;f__Rosaceae;g__Malus;s__Malus_baccata
f5817095c29af4f0f21477dbf4692754	0	0	23	0	0	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae;g__Acrobeloides;s__Acrobeloides_nanus
042c536972c2c384af56c32fd9691a91	0	0	7	0	9	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Rosales;f__Rosaceae;g__Malus;s__Malus_domestica
0135ea5e8df5d31f84b2afcd9150d0e8	0	0	8	0	0	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Metschnikowiaceae;g__Metschnikowia;s__Metschnikowia_pulcherrima
12ca3460c9009a8da614fa8c495a82e1	0	12	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Crepatura;s__Crepatura_ellipsospora
12957352a7b0cd228d9ecfbe167680e5	0	0	0	15	0	k__Eukaryota_kgd_Incertae_sedis
bf92be7cc89e2df6c6a178d59e36f5e8	0	0	0	0	14	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Myrmecia;s__Myrmecia_israeliensis
2f341cfe193c2422683eaa2a7122ada3	0	0	2	2	0	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliales_fam_Incertae_sedis;g__Lecophagus;s__Lecophagus_sp
8f61fb8289b87de8c3a32795649cf363	0	12	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae;g__Tetraplosphaeria;s__Tetraplosphaeria_sasicola
562b8db3456dd64c9fd288aa4681f5eb	0	0	0	0	8	k__Fungi
1107c42fcb9b5263cd8d3e25eb27c82f	0	16	0	0	0	k__Eukaryota_kgd_Incertae_sedis
6ecddb74337032bc1d2a5ca7f5ffca89	0	0	19	0	0	k__Viridiplantae
724080806b312aedeba67a3807f0b9e1	0	0	0	16	0	k__Fungi;p__Chytridiomycota
fd52e2faa7ad319d57431b0c38d6a623	0	0	0	0	8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Zopfiella;s__Zopfiella_longicaudata
cd03b3e96c36d2ac6eb2d4a0143f2358	0	0	0	0	7	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Myrmecia;s__Myrmecia_israeliensis
7bc819ac22e6878396ce832231dbb295	0	0	5	0	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha
05adaa94351057d32a065184e594141e	0	12	0	0	0	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
b9922e7f501248d999f043351c01ae6f	0	0	15	0	0	k__Viridiplantae;p__Chlorophyta;c__Ulvophyceae
1e68beb9f1af26965780d65e968f6454	0	0	0	0	9	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Rosales;f__Rosaceae;g__Malus
c627493ee73124cb29563182b06ec1a0	0	0	0	11	0	k__Fungi;p__Chytridiomycota
64b206f88faf6c14b453d36aab8c4725	0	4	0	0	6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chloridium;s__Chloridium_gonytrichii
d46a473badb8d8b167193ec082a18382	0	10	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_tabarestanensis
bad75c898c0d5deb8666220cadfce504	0	10	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Monocillium;s__Monocillium_mucidum
d84627721bc39e277ab8ad9411e2b6ea	0	11	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Trematosphaeriaceae;g__Trematosphaeria;s__Trematosphaeria_sp
2c2e30bac3f37465fc337eda4fc82b19	0	1	0	0	8	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sake
ae0e444c88511908330ea9f67b35a183	0	0	0	12	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
216398058a3051b603fa8df3c72f4fde	0	0	0	7	0	k__Fungi;p__Neocallimastigomycota
5273cca5f137b305c30b9344fe63aed7	0	0	0	0	8	k__Fungi;p__Ascomycota;c__Sordariomycetes
6288762a9ef9ca37729d32195a52b6e4	0	0	0	0	7	k__Fungi;p__Rozellomycota
4825be32f9fbedca14d44fe64f7ee053	0	0	5	0	0	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae
b20b33fab90e7882ea2e8abfd61b5a97	0	0	17	0	0	k__Eukaryota_kgd_Incertae_sedis
2a19b7408d7a1f003742c6bbc90f8ee1	0	0	20	0	0	k__Viridiplantae;p__Chlorophyta;c__Ulvophyceae
b5d877af5767f3eda55d325439476120	0	0	0	10	0	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
442eb25bfae4cd7fae45af7fd1d82eba	0	0	0	0	10	k__Stramenopila;p__Ochrophyta;c__Chrysophyceae;o__Chromulinales;f__Chromulinaceae;g__Spumella;s__Spumella_sp
67240ab14a968579b55ef29bb63261e9	10	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophoma;s__Setophoma_caverna
8126822791ee405c62ce3ec257502675	0	2	0	6	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Chlorococcaceae;g__Chlorococcum;s__Chlorococcum_sp
833da65709a9c8fd058139cf22a1a60d	0	0	0	10	0	k__Eukaryota_kgd_Incertae_sedis
4992bf822dd7d0e53839d63d0bb21ede	0	0	0	12	0	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
593071e5159bbd33b892dfa67fefbcee	0	0	0	0	9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;s__Coniochaeta_velutina
754fae2db5fe270ca3e5c4862241a541	0	8	0	0	0	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium;s__Cystobasidium_lysinophilum
cba931b962a13bbd48bc2370bf00a01e	0	10	0	0	0	k__Alveolata;p__Ciliophora;c__Phyllopharyngea;o__Cyrtophorida
d75704454a76d5b61f9fc4bd93b13b4b	0	0	0	13	0	k__Eukaryota_kgd_Incertae_sedis
6e100916849db1a52d8fd6aa911f7345	0	0	0	12	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae
8e88f759da1ae84ad70a4e7f8b882336	0	0	0	0	6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
55ddfebe1c88287692064b0597aba6a1	0	0	0	0	7	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_lunariae
dbdb05b12c744910d6948ead7caf9691	0	0	7	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium;s__Schizothecium_glutinans
9df06175e202aeac28813422b4675658	0	0	3	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum
a5baf628e9bfba7c66fc1a28690deef9	11	0	0	0	0	k__Eukaryota_kgd_Incertae_sedis
63b28391051594d4fc68d9a6c856c2c3	0	10	0	0	0	k__Alveolata;p__Ciliophora;c__Oligohymenophorea;o__Philasterida;f__Uronematidae;g__Homalogastra;s__Homalogastra_sp
053c84311dc8f3c9d02b5f2b548290be	0	0	16	0	0	k__Eukaryota_kgd_Incertae_sedis
4bcd375897335a13417098e59fa13457	0	0	0	0	6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Togniniales;f__Togniniaceae;g__Phaeoacremonium;s__Phaeoacremonium_hungaricum
a12a10de8d336005fd7b3b398dcc48ce	0	0	0	0	8	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Rosales;f__Rosaceae;g__Malus
23c62d86d3353126fd56164eae52c246	0	0	3	0	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__Leohumicola_sp
3db5ef5772fb2cfea1f69cddd35f853b	11	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria
9e332c09500ccd98c07d6080d9e44104	9	0	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Oocystales;f__Oocystaceae;g__Chloroidium;s__Chloroidium_saccharophilum
9a93330c9917c2ceffcef2c5c7a271fd	0	0	14	0	0	k__Fungi
ce03d57fc05c6cf7a1f41bc22f9c227a	0	0	0	9	0	k__Eukaryota_kgd_Incertae_sedis
d31e865d480f6b7f9564fd05105841ac	0	0	0	0	9	k__Viridiplantae;p__Bryophyta
e2b4160cd2f8b3bf9357c05ef582ad26	0	0	0	0	4	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae;g__Acrobeloides;s__Acrobeloides_nanus
ba38013e50b94572ed6308a7baa5bee8	0	11	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
8bd36760b9845840efb3140416dd6f65	0	7	0	0	0	k__Stramenopila;p__Ochrophyta;c__Synurophyceae
3f52f7e8f283370bc8b9213f86727677	0	0	14	0	0	k__Eukaryota_kgd_Incertae_sedis
9688846e91d4daf1430455eacd7c0bc9	0	0	17	0	0	k__Viridiplantae;p__Chlorophyta;c__Ulvophyceae
4fd07d1e76fd0f41f7526e0fb9522148	0	0	0	0	5	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
e0eb2b71658350fd2079ea9f10ade668	0	0	0	0	8	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae
4c718f2e8d9ea476088ec02d0e800fe4	7	0	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Myrmecia;s__Myrmecia_israeliensis
b94d6a29b581657ea18cdd9bfdcd4302	10	0	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Ulvophyceae
b9f65e0df737d3c4dbf76623c8877059	0	9	0	0	0	k__Viridiplantae;p__Bryophyta;c__Bryopsida;o__Bryales;f__Bryaceae;g__Bryum;s__Bryum_argenteum
b89076f74a773bd10c91fc737fb7bf82	0	6	4	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Prasiolales;f__Prasiolaceae
83b2cff4daa93eeefce0614f484151f5	0	0	13	0	0	k__Viridiplantae;p__Chlorophyta;c__Ulvophyceae
2c9941c633035772ca1ffc8bd273ad8e	0	0	0	6	0	k__Eukaryota_kgd_Incertae_sedis
ac343598a106519f703a51ee0f37239a	0	0	0	0	3	k__Heterolobosa;p__Heterolobosa_phy_Incertae_sedis;c__Heterolobosea;o__Schizopyrenida;f__Vahlkampfiidae;g__Allovahlkampfia;s__Allovahlkampfia_sp
8ff73ce3da07933690c4c9f9b2e3a8be	0	0	3	0	0	k__Eukaryota_kgd_Incertae_sedis
867008acc507aee2cf2b222d8d69b886	0	7	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae
739b076ada8cb579c65519c0b6499b76	0	9	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae
3052b6a3e85d54fc2c280326308a549f	0	0	11	0	0	k__Fungi
f88d9001e10f6d37672514972e6a199e	0	0	12	0	0	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_albicans
6dd92ec189571f75b4fdd4b56b7e740a	0	0	0	9	0	k__Eukaryota_kgd_Incertae_sedis
2f53762b53b7fb45d5ef873f7e9f0c09	0	0	0	7	0	k__Fungi;p__Chytridiomycota
d591dc7cc1eb6c3b0b00cae5356fe9b6	0	0	0	7	0	k__Eukaryota_kgd_Incertae_sedis
4197ef3024be46e952d22393afea44b8	0	0	0	9	0	k__Eukaryota_kgd_Incertae_sedis
15102ee3f8ce490eac25f9b6a08df81e	0	0	0	0	7	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Ramophialophora;s__Ramophialophora_sp
9a4c1443e4f37603eb8a392b8e3c3df6	0	0	0	0	3	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_terricola
19803f4367fe1c64df40897a86354902	0	3	0	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Bulleromyces;s__Bulleromyces_albus
d1863bd8e4e4b57152f30f1d2657c12b	0	10	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Chlorococcaceae;g__Fasciculochloris;s__Fasciculochloris_boldii
1e39a1d9b43866e431045cc106a630da	0	8	0	0	0	k__Eukaryota_kgd_Incertae_sedis
be36881ba4d7d9e9672ced5fd6a4a6fc	0	6	0	0	0	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__Aphelidiales;f__Aphelidiales_fam_Incertae_sedis;g__Paraphelidium;s__Paraphelidium_sp
f7ac0acc0e0e4b79cf00a6cb01ae1b6e	0	0	12	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria
38866b022ef51915d63414035ee02626	0	0	10	0	0	k__Viridiplantae;p__Chlorophyta;c__Ulvophyceae
97585b742df722bab12853704d429145	0	0	0	5	0	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
910946b66d399dc58e0d2ed4f855754f	0	0	0	0	3	k__Fungi;p__Rozellomycota
02a572b68cd8cb5855863bfac4fb6cf8	0	0	0	0	6	k__Fungi;p__Ascomycota
7b125029be4f7068942e78e36bcb7e80	0	0	2	0	0	k__Rhizaria;p__Cercozoa
eda49759a1a24ea88b43b366ae7b2936	3	0	0	0	0	k__Eukaryota_kgd_Incertae_sedis
f9890eac6f3efd32efab7b531c062217	0	3	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Ophiosphaerella;s__Ophiosphaerella_agrostidis
4b8794ae8b2b18ec899944321fad52d3	0	6	0	0	0	k__Eukaryota_kgd_Incertae_sedis
ded4da873332228c84228596b41f08fd	0	0	8	0	0	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Rosales;f__Rosaceae;g__Malus;s__Malus_domestica
8a1beb405eb21b95ca91a3aa863af096	0	0	6	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Neocosmospora;s__Neocosmospora_perseae
43b9064fd5979a7c95593e9809a73322	0	0	0	5	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
082a7b6c3479c4c9c000f94d91560799	0	0	0	9	0	k__Fungi;p__Rozellomycota
54c68c7e3d761ac6b9470be564f68d9d	0	0	0	0	5	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Staphylotrichum;s__Staphylotrichum_coccosporum
196e86f24122bfe6cee4b8a05a738a80	0	0	0	0	8	k__Eukaryota_kgd_Incertae_sedis
21d545e7f4114395b47d66796c9436db	0	0	0	0	3	k__Fungi;p__Zoopagomycota
955f2d92e6c065136bc0b21211d69964	0	6	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma
af0a490c57692257763ec74f516eb764	0	2	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophaeosphaeria
df35b57eaf50506fe5f727c2e64575b1	0	3	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae
d62708c91e3f7a3f8761d86effe3e01d	0	5	0	0	0	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Yarrowia;s__Yarrowia_lipolytica
389f1de1bf90d4500ee1b61ae2a0851a	0	0	9	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
91f9690c204beb7600e0caf9371de165	0	0	10	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus
5082cc019197ecc617a8ad8e483516fb	0	0	0	5	0	k__Eukaryota_kgd_Incertae_sedis
286b530568f68232ecebf296802c624b	0	0	0	7	0	k__Eukaryota_kgd_Incertae_sedis
1c53ce3f2bea48cb9913f35b11d0a297	0	0	0	0	6	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_verticillata
8d7ba54d0f7e097517b850b4148b3e24	0	0	0	0	4	k__Fungi;p__Blastocladiomycota
af089443456e26ccd6e6b0cfd6208718	0	0	0	0	6	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae
9b3bab98ad1ea732e8b6384bce7b565a	0	0	4	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium
45c3ebbf26c81bd556f83595343864b3	10	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_sp
5afca448380371a3f895f5f4cc865b18	0	7	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiophyceae_ord_Incertae_sedis;f__Trebouxiophyceae_fam_Incertae_sedis;g__Eremochloris;s__Eremochloris_sphaerica
1cf766fb0d617093c3bd37bb4d705877	0	6	0	0	0	k__Eukaryota_kgd_Incertae_sedis
1403158a8206697db02b5eac45d5a5d8	0	4	0	0	0	k__Eukaryota_kgd_Incertae_sedis
daa44f2cd810254255dfee2302da89bb	0	5	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Dactylonectria
e8f08c024b8852ef14cf32369e430538	0	5	0	0	0	k__Alveolata;p__Ciliophora;c__Oligohymenophorea;o__Oligohymenophorea_ord_Incertae_sedis;f__Epistylidae;g__Epistylis;s__Epistylis_sp
9c4ef48a8375575b442a6e9356b87be9	0	7	0	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_radicis
5f1f38e23170633cbc81ec4fccb4688c	0	3	0	0	1	k__Stramenopila
8547d52c577afa353f09a8b4e96518e7	0	0	0	9	0	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Urostylida;f__Holostichidae;g__Anteholosticha;s__Anteholosticha_sp
edc614496093191f1b28df3f76f24134	0	0	0	6	0	k__Eukaryota_kgd_Incertae_sedis
fe9ac5d287168d1e036dd32208c37c3e	0	0	0	0	6	k__Eukaryota_kgd_Incertae_sedis
ba85f404e90ea12b328b26613bafa1a3	0	0	0	0	3	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium;s__Cystobasidium_sp
