Genus	Bla_1	Bla_2	Bla_3	Bla_4	Bla_5	Bla_6	CK_1	CK_2	CK_3	CK_4	CK_5	CK_6	Whi_4	Whi_5	Gre_7	Whi_6	Whi_7	Gre_8	Gre_1	Gre_2	Gre_3	Gre_4	Gre_5	Gre_6	Whi_1	Whi_2	Whi_3
Bacteria|Proteobacteria|Alphaproteobacteria|Azospirillales|uncultured|uncultured	0	0	0	0.00734106592277199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00734106592277199	0.022023197768316	0	0.022023197768316	0.00734106592277199	0.014682131845544	0	0	0.00734106592277199
Bacteria|Proteobacteria|Alphaproteobacteria|Caedibacterales|Caedibacteraceae|Caedibacter	0.022023197768316	0	0.00734106592277199	0	0	0	0	0	0	0	0.022023197768316	0	0	0	0.0440463955366319	0.014682131845544	0	0.00734106592277199	0.0587285273821759	0.0734106592277199	0.1835266480693	0.00734106592277199	0.00734106592277199	0	0.0513874614594039	0.022023197768316	0.022023197768316
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Asticcacaulis	0	0.00734106592277199	0.00734106592277199	0.022023197768316	0.022023197768316	0	0	0.00734106592277199	0	0.014682131845544	0	0	0.139480252532668	0.014682131845544	0.102774922918808	0	0	0.00734106592277199	0.0367053296138599	0	0.0293642636910879	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas	0.748788724122743	2.42255175451476	0.411099691675231	1.65908089854647	0.734106592277199	0.557921010130671	1.90867713992072	2.4372338863603	0.991043899574218	2.18763764498605	0.455146087211863	2.5693730729702	2.76758185288504	1.47555425047717	1.79856115107914	0.14682131845544	8.17060637204522	2.15827338129496	1.71780942592864	1.07179562472471	1.35075612979005	0.0660695933049479	0.139480252532668	0.0807517251504919	2.05549845837616	4.03024519160182	1.59301130524152
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter	0	0	0	0.0954338569960358	0.0513874614594039	0.0293642636910879	0.014682131845544	0.0293642636910879	0.00734106592277199	0.022023197768316	0	0.0440463955366319	0.469828219057407	0.0954338569960358	0.0807517251504919	0	0.022023197768316	0.014682131845544	0.0367053296138599	0.00734106592277199	0.00734106592277199	0.022023197768316	0.0587285273821759	0.0367053296138599	0.014682131845544	0.00734106592277199	0.0440463955366319
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacteraceae	0	0	0	0.0734106592277199	0	0.0660695933049479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|PMMR1	3.59712230215827	2.04081632653061	3.97885773014242	1.31405080017619	0.176185582146528	0.308324768756423	0.132139186609896	0.132139186609896	0.14682131845544	0.0587285273821759	0.88826897665541	0.0513874614594039	0.0440463955366319	0.0954338569960358	0.418440757598003	0	0.00734106592277199	0.323006900601967	0.734106592277199	0.976361767728674	1.30670973425341	0.161503450300984	0.22023197768316	0.190867713992072	3.87608280722361	0.594626339744531	2.14359124944942
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium	0.022023197768316	0.0587285273821759	0.0293642636910879	1.32873293202173	0.0513874614594039	0.477169284980179	0.014682131845544	0.00734106592277199	0	0.014682131845544	0	0.0367053296138599	0.455146087211863	0.271619439142563	0.198208779914844	0.014682131845544	0.25693730729702	0.168844516223756	0.102774922918808	0.014682131845544	0.0807517251504919	0	0.0513874614594039	0.022023197768316	0.0440463955366319	0.0734106592277199	0.0587285273821759
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|uncultured	0.477169284980179	0.506533548671267	0.477169284980179	2.28307150198209	0.022023197768316	1.00572603141976	0.0880927910732638	0.0880927910732638	0.161503450300984	0.0954338569960358	0.396417559829687	0.0660695933049479	0.359712230215827	0.499192482748495	0.704742328586111	4.66891792688298	0.646013801203935	0.323006900601967	0.345030098370283	0.168844516223756	0.352371164293055	0.345030098370283	0.572603141976215	0.829540449273235	0.315665834679195	0.0660695933049479	0.579944207898987
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|unknown	0.0513874614594039	0.0440463955366319	0.0880927910732638	0.0440463955366319	0	0	0	0	0.022023197768316	0	0.0293642636910879	0.00734106592277199	0.022023197768316	0	0.022023197768316	0	0	0.0293642636910879	0	0.014682131845544	0.0293642636910879	0.154162384378212	0.579944207898987	0.668036998972251	0.0440463955366319	0.00734106592277199	0.0293642636910879
